
0.785358, 0.695242, 0.763388, 0.787776, 0.799228, 0.793782, 0.818957, 0.830502
0.748353, 0.770911, 0.753170, 0.766721, 0.782944, 0.792502, 0.821653, 0.824379
0.743805, 0.745198, 0.760357, 0.763751, 0.770053, 0.778844, 0.801566, 0.809318
0.741568, 0.755460, 0.759539, 0.762934, 0.777754, 0.787062, 0.811666, 0.815307
0.749004, 0.755410, 0.769563, 0.763046, 0.771561, 0.786616, 0.807858, 0.810125
0.741545, 0.755492, 0.762035, 0.763827, 0.777592, 0.787719, 0.813595, 0.816200
0.741535, 0.744403, 0.756705, 0.754155, 0.768190, 0.777926, 0.801389, 0.807673
0.738494, 0.746499, 0.756238, 0.764528, 0.770970, 0.779782, 0.803050, 0.805878
0.744576, 0.749583, 0.763226, 0.767955, 0.771444, 0.781208, 0.803142, 0.799420
0.742309, 0.752827, 0.761390, 0.763958, 0.777833, 0.789368, 0.809148, 0.815002
0.745443, 0.750929, 0.763605, 0.768411, 0.772340, 0.781860, 0.803537, 0.798450
0.747025, 0.755754, 0.760617, 0.763029, 0.777964, 0.787646, 0.809398, 0.815339
0.745161, 0.750135, 0.760104, 0.753574, 0.767374, 0.777024, 0.800488, 0.804840
0.739454, 0.756249, 0.757714, 0.759141, 0.775571, 0.785788, 0.809715, 0.816667
0.740457, 0.746690, 0.758160, 0.754583, 0.768365, 0.777722, 0.799733, 0.805951
0.744856, 0.753977, 0.753013, 0.764716, 0.778731, 0.787916, 0.810296, 0.816539
